Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type
2972,95,10,458,51,5251,237,225,118,2791,Rawah,7746
3009,295,14,124,-16,685,181,236,195,994,Commanche,4758
3178,17,19,402,48,4863,200,196,127,3099,Rawah,7746
3029,333,10,247,32,2482,197,228,169,1036,Commanche,7202
3250,14,8,210,16,60,213,224,148,1012,Commanche,7755
2424,8,12,30,0,658,206,217,147,1209,Cache,6101
3203,264,6,212,19,674,204,243,178,1627,Commanche,7755
2967,96,20,256,69,2352,248,207,79,1899,Commanche,7700
3076,48,6,484,20,2992,223,227,140,1637,Commanche,7756
2962,87,20,313,-4,497,245,203,79,450,Rawah,7745
3011,320,15,492,241,808,181,225,183,1350,Commanche,7757
3033,297,15,190,39,1438,178,234,196,335,Commanche,7756
2591,3,4,182,-5,390,214,232,155,6198,Rawah,7745
3198,37,5,150,-19,2556,220,229,146,2524,Rawah,7202
2548,135,6,607,71,902,229,237,142,1154,Commanche,2703
2585,219,28,272,159,255,176,252,199,674,Commanche,2704
3136,7,10,124,14,1987,208,221,150,2902,Commanche,7202
2175,126,30,30,12,1358,253,204,55,934,Cache,2704
3008,110,7,42,3,3185,233,232,132,524,Rawah,7745
2930,319,32,268,102,2650,122,192,201,624,Commanche,7757
2944,135,4,379,54,3183,226,238,147,1986,Rawah,7745
3165,37,32,124,51,3904,200,152,0,1260,Rawah,7746
3203,271,14,150,19,4131,183,244,200,1430,Commanche,8772
2833,49,23,400,154,424,222,183,84,1945,Rawah,7745
3014,0,3,67,0,2971,215,233,156,2308,Commanche,7202
3105,91,18,424,-15,1650,245,208,86,2964,Rawah,7745
3142,109,16,361,104,300,246,220,98,1744,Rawah,7202
2584,73,6,361,14,2871,227,229,136,2799,Commanche,4704
3231,135,11,216,26,3136,237,236,128,4725,Rawah,8772
3130,180,6,108,8,3092,223,244,156,1301,Commanche,7202
2745,274,23,153,66,2047,151,238,223,175,Commanche,7757
3152,108,5,499,10,3466,228,234,141,3795,Rawah,7745
2104,334,19,162,92,342,173,211,176,492,Cache,4703
3147,153,7,134,5,1022,229,240,145,2047,Rawah,7201
3143,160,12,641,102,782,232,242,140,1878,Commanche,7757
2978,355,10,124,13,3298,204,222,157,6324,Rawah,7745
3102,121,27,67,19,883,253,207,64,1008,Rawah,7745
2558,14,2,342,21,1155,217,235,155,1237,Commanche,2703
2510,21,27,67,22,1195,191,172,105,1429,Commanche,4703
3159,0,8,362,17,3293,208,225,154,4013,Rawah,7745
2698,119,16,175,0,2071,246,224,101,735,Commanche,4704
2168,291,12,85,26,1167,185,238,193,503,Cache,4703
2944,83,17,420,134,420,241,209,93,726,Rawah,7745
2889,102,7,371,73,3570,232,231,132,3095,Rawah,4744
2134,315,39,30,27,212,93,178,209,579,Cache,4703
3146,255,11,306,37,134,194,247,192,3069,Commanche,7202
3163,55,11,365,43,4540,227,216,121,2376,Rawah,7745
3051,349,21,840,25,942,176,199,159,1423,Commanche,7700
2689,1,19,150,39,1064,190,201,145,2018,Rawah,7745
2966,163,8,300,29,4039,228,242,147,2220,Rawah,4744
2841,341,18,240,-3,1706,180,211,168,2391,Commanche,7757
3311,174,12,182,43,3304,227,246,150,484,Commanche,8771
2936,28,8,534,135,4575,217,223,141,5230,Rawah,4744
2840,63,4,408,-14,1909,224,231,143,1974,Rawah,7745
2698,115,16,201,45,2081,246,222,99,800,Commanche,4704
2459,309,15,30,4,828,179,230,191,633,Commanche,6102
3068,292,15,361,58,1559,175,236,200,1506,Commanche,7202
3270,283,19,781,160,1307,165,237,211,2769,Commanche,7755
2423,118,22,90,29,912,251,214,78,1082,Commanche,2705
2942,0,3,30,0,5246,215,234,156,2789,Rawah,6101
2844,59,11,190,4,1226,228,217,120,2367,Rawah,7745
2386,124,11,0,0,301,239,232,123,481,Commanche,5101
2948,9,17,67,7,376,198,203,139,1452,Commanche,7700
3044,333,3,570,10,6454,212,235,161,3547,Rawah,7745
2713,125,17,153,23,1736,246,226,103,2372,Commanche,4703
3163,51,13,108,9,1829,226,211,117,4448,Neota,7201
2882,215,16,331,116,2067,203,253,183,1717,Commanche,4758
3260,156,14,446,-13,808,235,241,132,3172,Neota,7202
3249,23,5,190,17,4248,217,228,148,1054,Rawah,8772
3101,112,27,182,46,3269,254,200,56,2584,Rawah,7745
2931,61,30,309,121,1110,228,162,45,849,Commanche,7757
3267,349,8,658,62,3384,206,227,160,4302,Rawah,7202
3008,67,6,42,1,1932,227,228,135,1434,Rawah,7745
3142,207,30,474,-53,1776,184,250,183,3677,Rawah,7745
2751,13,3,90,-3,2012,216,233,154,999,Rawah,4744
2275,271,27,162,65,816,139,236,231,750,Cache,2717
3062,126,11,95,6,3940,238,233,124,492,Rawah,7745
2601,7,22,60,-1,1773,188,191,134,2831,Commanche,4703
3188,255,5,42,2,5741,209,243,172,1579,Rawah,7202
3303,214,9,616,84,3537,212,248,172,2656,Rawah,7202
2975,69,11,127,18,4859,231,219,119,1342,Rawah,7745
3304,147,16,433,92,1440,240,236,121,2024,Commanche,7756
2818,247,22,313,73,1719,169,250,214,2190,Commanche,4758
3260,168,12,268,54,1673,230,245,145,1805,Commanche,7757
3047,74,25,376,85,4320,240,185,62,2389,Rawah,7745
3001,300,10,297,97,2448,192,236,184,1471,Commanche,7755
2922,30,14,421,33,2483,215,208,126,1383,Commanche,7755
3031,342,14,524,260,892,191,218,166,1423,Commanche,7755
3091,229,5,400,-3,2539,212,245,170,942,Commanche,7756
2446,209,23,42,-15,731,197,254,183,997,Commanche,2705
2998,266,22,228,112,6175,158,243,221,4806,Rawah,7746
3026,58,18,175,30,1900,230,200,97,3505,Commanche,7702
2791,129,7,240,9,2280,231,236,137,1495,Rawah,4744
2752,345,3,247,1,1795,214,235,159,642,Rawah,4744
3188,352,15,170,16,1664,192,212,157,1902,Neota,7202
3021,113,15,492,0,4189,245,223,104,3393,Rawah,7745
2678,145,12,150,11,1318,237,238,130,361,Rawah,7202
3332,280,18,228,72,2461,168,239,210,3523,Neota,7757
3241,167,20,484,156,3410,232,243,133,811,Commanche,7757
2573,30,21,272,83,1537,208,190,110,1110,Commanche,4703
2572,354,16,134,16,771,192,211,155,1371,Commanche,4704
3227,283,15,443,26,1703,177,239,202,446,Commanche,7755
2895,311,14,258,29,3381,182,230,187,2844,Rawah,4744
2264,92,30,90,50,1470,250,180,36,741,Cache,2703
3038,58,14,540,93,1631,230,209,109,3137,Commanche,7757
3169,29,11,192,30,2297,216,216,134,2521,Rawah,7745
2908,118,5,30,-3,1048,228,236,142,2962,Rawah,7202
3255,101,10,180,4,738,237,227,120,2266,Rawah,7201
3093,110,26,108,-3,994,253,201,58,2226,Rawah,7745
3131,110,11,335,60,518,239,228,118,666,Commanche,7756
3306,35,15,301,72,1707,217,206,121,2236,Rawah,8772
3437,338,16,566,78,1892,184,216,170,488,Commanche,8772
2617,23,12,247,13,1809,212,214,136,2040,Commanche,4703
2984,86,25,201,-29,2873,246,190,58,1265,Commanche,7757
2782,126,6,240,-4,1972,231,236,138,1020,Rawah,4744
3152,163,11,150,18,908,231,243,143,2176,Neota,7202
2990,15,13,108,7,2305,208,212,139,2737,Commanche,7756
2647,34,7,134,13,190,219,225,142,541,Commanche,4704
2884,66,22,594,193,594,235,191,77,2372,Rawah,7745
2972,343,5,582,13,3393,210,232,161,5793,Rawah,7745
2614,319,20,258,72,700,163,217,192,1801,Rawah,7746
2462,295,15,295,18,685,175,234,199,1249,Cache,4703
2614,84,7,30,3,150,231,227,129,534,Commanche,6102
2901,149,22,306,139,1528,243,232,108,1745,Commanche,4758
3110,51,6,277,29,1645,223,227,139,3034,Commanche,7756
2163,79,29,30,9,780,243,174,41,824,Cache,2706
3227,67,13,400,44,5689,233,213,110,2107,Rawah,7745
3208,258,7,192,33,4288,204,244,179,3395,Rawah,7745
3281,324,27,646,196,591,144,201,192,1262,Neota,8772
3120,357,4,484,47,1950,213,232,157,2522,Commanche,7756
2123,345,23,201,111,255,168,196,162,552,Cache,4703
3028,241,2,513,118,2066,214,241,164,2535,Commanche,7756
3321,83,21,573,155,1608,244,199,75,1620,Rawah,8772
2927,306,6,361,104,2876,203,237,173,1981,Rawah,4744
3008,249,16,631,102,5788,184,250,202,4924,Rawah,7745
2552,121,1,516,30,953,221,237,152,1092,Commanche,2703
3058,229,4,42,-2,2724,213,244,168,577,Commanche,7202
3280,159,3,339,40,5176,223,240,152,751,Rawah,7745
3133,240,9,300,52,5716,203,248,182,2601,Rawah,7746
3445,207,3,0,0,3084,217,242,161,2427,Rawah,8703
3136,160,26,480,-6,870,236,235,112,1289,Commanche,7709
2932,98,7,120,10,3849,232,230,130,6189,Rawah,7745
2991,166,9,484,75,5599,228,244,148,3495,Rawah,7745
2843,358,20,170,39,726,185,199,148,503,Commanche,7755
2927,98,8,175,18,1634,234,228,126,1557,Rawah,7745
3051,99,6,446,62,2391,231,231,134,2163,Commanche,7756
2914,98,19,450,118,1006,247,210,84,767,Rawah,7746
3166,11,18,60,7,1140,198,200,136,644,Commanche,7202
3005,5,6,30,3,5352,213,229,154,2331,Rawah,7202
2823,222,7,150,2,962,211,247,173,240,Commanche,7202
3052,283,9,467,94,700,194,241,186,752,Neota,7201
2995,80,7,120,19,5038,229,228,133,1224,Rawah,7745
2936,6,10,42,4,2993,208,222,150,1155,Commanche,7755
3136,42,7,60,0,2001,221,225,139,2483,Rawah,7745
3015,310,15,242,50,524,179,229,190,1521,Commanche,7756
2154,266,32,228,101,426,125,235,238,513,Cache,4703
2829,47,10,806,142,540,224,218,128,1209,Commanche,4704
3109,141,7,382,18,2065,230,238,141,815,Commanche,7756
3336,45,3,426,126,1554,220,233,150,2809,Rawah,7745
3032,324,11,175,13,4921,193,229,175,2708,Rawah,7202
2748,94,11,0,0,1758,237,224,117,1666,Rawah,4744
2932,39,6,301,55,3146,220,227,142,1836,Rawah,7745
2995,221,13,696,128,5727,204,252,183,3988,Rawah,7745
2688,317,23,365,111,858,152,213,197,1801,Commanche,4758
3287,192,24,201,-33,2900,210,250,162,443,Commanche,7757
3031,78,10,216,7,4080,234,221,118,3656,Rawah,7102
3172,284,10,30,8,1653,193,240,187,2365,Commanche,7202
2654,239,1,0,0,1973,216,240,161,1860,Commanche,6102
2963,111,10,0,0,4476,237,229,122,1999,Rawah,7101
2975,144,2,120,2,2564,222,238,152,1872,Rawah,7745
3001,83,10,42,5,2032,234,223,120,3395,Commanche,7702
2972,236,10,330,56,5234,202,249,184,1892,Rawah,7745
2817,42,24,390,144,402,215,179,86,2056,Rawah,7745
2580,94,6,95,-5,192,230,231,134,1390,Rawah,4201
2327,188,15,339,144,1256,220,250,159,1101,Cache,2717
3155,5,9,379,42,3763,209,223,152,3369,Rawah,7745
3106,317,9,175,38,1064,195,232,176,1689,Neota,7700
3411,162,9,42,3,3129,229,243,145,1026,Commanche,8703
3162,25,21,603,-28,3591,204,189,114,2975,Rawah,7746
3182,90,9,532,144,474,235,225,121,1626,Rawah,7202
3440,111,7,849,266,3296,233,232,131,1597,Commanche,8771
3031,87,13,433,13,4187,239,218,108,3443,Rawah,7745
2837,105,11,277,82,3725,239,226,116,5626,Rawah,4744
3210,17,13,60,16,3395,209,213,139,2372,Commanche,7755
2960,90,7,30,6,1484,231,229,132,927,Commanche,7756
2991,299,2,127,9,3819,212,238,164,832,Rawah,7745
2618,316,20,90,48,1249,163,219,194,1416,Commanche,7757
2786,295,24,270,119,2083,146,225,216,324,Commanche,7757
2375,329,13,67,7,1142,187,223,175,725,Cache,4703
2863,342,8,513,105,2760,205,229,163,2911,Rawah,4744
2871,130,16,120,11,3059,245,229,107,2695,Rawah,7745
3003,6,6,360,36,1744,212,227,153,830,Commanche,7755
2887,126,16,127,23,2755,245,227,106,1947,Rawah,7745
2973,211,23,361,133,1026,194,254,186,362,Commanche,7757
3416,292,12,175,2,1994,186,238,191,3528,Neota,7756
3011,123,11,0,0,3606,239,231,121,2657,Rawah,7102
2912,277,22,594,196,430,156,238,219,1744,Commanche,2705
3696,351,11,1243,250,5258,201,222,159,3628,Commanche,8776
3188,135,13,95,4,3394,240,234,122,391,Commanche,7201
2824,24,17,180,22,1426,208,201,125,2591,Commanche,7757
3170,260,20,277,63,3772,168,247,214,1383,Commanche,8772
2820,235,12,162,39,2014,200,250,187,1794,Commanche,4758
2641,306,14,90,11,1320,180,231,191,85,Rawah,4201
3148,259,6,342,17,3329,206,244,176,860,Rawah,7745
3108,73,8,339,20,5325,230,225,128,1338,Rawah,7745
2994,297,22,516,17,4950,152,227,212,342,Rawah,7745
3009,145,30,450,128,886,245,218,78,2711,Rawah,7745
2890,294,9,0,0,5955,194,238,184,4806,Rawah,7746
3078,208,5,0,0,1637,217,244,164,2173,Commanche,7103
3027,280,5,30,2,2297,205,240,174,3224,Rawah,7202
3433,190,15,600,233,2353,219,250,161,841,Commanche,8776
3169,221,5,659,61,5463,213,245,169,1170,Rawah,7745
2988,281,17,42,8,404,172,239,206,1719,Commanche,7700
3278,196,35,430,113,492,189,243,162,1052,Rawah,7201
3041,317,12,85,-3,3673,188,230,181,1768,Commanche,7201
2771,73,14,335,107,1864,236,213,105,977,Commanche,4703
2862,209,28,85,28,722,187,252,185,469,Commanche,4758
3249,278,12,450,67,785,188,242,193,417,Commanche,7756
2838,128,13,331,85,3252,241,231,117,2903,Rawah,4744
3187,284,4,430,40,2571,209,240,169,277,Commanche,7202
3105,92,12,30,-3,2281,239,221,110,3296,Commanche,7700
3386,50,7,120,8,2589,224,225,136,2379,Rawah,8772
2915,325,15,170,41,3072,181,222,180,2018,Rawah,7745
3159,0,6,277,46,4908,211,228,155,1510,Rawah,7745
3159,302,6,255,17,3220,204,237,173,4488,Rawah,7745
2820,131,26,242,147,1543,251,216,76,1611,Commanche,4758
3067,320,8,90,9,4806,200,233,172,2898,Rawah,7202
3116,348,15,408,26,3636,192,215,161,4436,Rawah,7745
3000,35,21,1036,131,2586,213,189,104,1144,Commanche,7700
2775,25,12,255,85,2984,213,213,134,6374,Rawah,7745
3017,192,17,256,37,1761,217,251,163,3700,Rawah,7201
3353,158,24,800,5,1456,238,235,113,2969,Rawah,8772
3177,80,16,342,98,1172,239,210,97,1632,Commanche,4758
3202,238,14,532,132,5958,193,251,194,2206,Rawah,7746
2936,261,28,108,50,6241,141,241,232,4728,Rawah,7700
3021,25,4,60,0,1144,218,231,150,872,Commanche,7202
3091,25,32,443,218,451,185,154,86,1922,Rawah,7746
2862,300,9,0,0,2592,194,236,182,351,Commanche,7202
2778,349,15,60,6,2937,192,214,160,6185,Rawah,7745
3065,320,23,335,37,3422,155,212,193,1387,Commanche,8772
2614,74,17,418,44,2984,238,205,92,2866,Commanche,4704
3099,189,17,277,35,1742,218,251,160,741,Rawah,7201
2908,330,18,150,38,3048,174,215,180,2040,Rawah,7745
2887,320,15,30,13,1138,179,224,184,2148,Commanche,7755
2469,267,24,120,69,518,151,241,225,1026,Commanche,2705
3259,225,5,752,128,1871,213,245,169,2306,Commanche,7755
2995,256,13,604,86,5954,190,248,196,3421,Rawah,7745
2706,9,21,108,14,1172,192,194,134,2123,Rawah,7745
2912,335,11,42,7,3089,195,225,169,2296,Rawah,7745
3453,109,21,418,215,3747,250,212,79,3409,Commanche,8772
2936,135,14,285,-2,4264,241,233,117,5753,Rawah,7745
2783,326,24,190,88,1124,155,206,187,430,Commanche,7757
2875,274,13,474,229,1131,186,243,197,1824,Commanche,7757
3073,357,26,690,47,902,170,184,145,1412,Commanche,7700
3006,67,19,342,14,497,235,200,89,1632,Rawah,7745
3251,97,4,0,0,2502,226,234,143,2804,Rawah,7101
2957,49,5,30,1,2226,222,229,142,883,Rawah,7102
2591,160,12,319,75,836,232,242,140,1606,Commanche,2705
2988,310,4,793,144,1222,209,237,166,2173,Commanche,7756
3083,79,22,120,36,663,243,193,69,1529,Rawah,7746
2985,135,10,67,7,361,236,236,130,899,Rawah,7201
3088,96,2,0,0,1836,223,236,149,443,Rawah,7202
3120,117,16,150,-7,1044,246,224,102,2282,Rawah,7745
2795,79,15,175,31,2809,239,211,99,190,Commanche,4703
2935,338,27,192,86,2643,150,189,171,408,Commanche,7757
3397,84,25,60,-10,1723,246,188,57,1860,Neota,8772
3362,108,7,577,77,1761,232,232,133,1965,Rawah,8771
2532,203,9,182,25,886,216,248,167,1154,Cache,2717
2231,14,32,297,148,390,173,158,106,595,Cache,4703
3005,299,13,420,32,2796,183,235,192,127,Rawah,7201
3058,41,5,256,10,3159,221,228,143,365,Rawah,7201
2841,2,11,558,9,573,204,218,151,1248,Commanche,4704
2673,48,13,558,6,774,224,211,119,1451,Rawah,7745
3323,147,19,108,34,2334,242,234,113,277,Commanche,8772
2758,93,9,95,12,2952,234,227,125,2284,Rawah,4744
2958,134,25,376,213,1994,250,220,82,760,Commanche,4758
2270,137,25,150,87,1211,249,221,84,1087,Cache,2704
3198,73,5,510,15,5421,226,230,139,2197,Rawah,7101
3234,151,23,443,156,376,242,233,108,2932,Neota,7701
2895,54,11,242,-32,598,226,217,123,1989,Rawah,7745
2788,42,11,466,88,2170,222,216,128,2320,Rawah,7745
2890,332,10,277,35,3830,196,227,171,5531,Rawah,7745
3031,104,17,95,39,674,247,216,92,1919,Rawah,7745
3031,124,11,67,10,3930,239,232,123,2611,Rawah,7745
3336,147,10,437,71,1595,233,239,137,2900,Rawah,7745
3222,132,12,301,67,1443,240,233,121,1651,Neota,7202
3083,202,19,240,38,3406,208,253,173,1142,Commanche,7757
2779,49,16,90,24,1436,225,205,110,2249,Commanche,7757
3074,126,12,150,19,3462,241,231,118,785,Rawah,7745
2858,219,26,242,82,1980,182,254,197,2106,Commanche,4758
2802,94,7,0,0,2184,232,229,130,2227,Rawah,4744
2786,347,22,108,34,1682,174,199,160,2764,Rawah,7745
2979,59,15,67,12,624,230,207,106,499,Rawah,7745
3293,102,19,170,59,4350,248,211,84,1168,Rawah,7745
3117,3,5,301,71,4901,214,231,155,752,Rawah,7745
2607,210,32,175,101,1611,178,249,188,313,Commanche,2705
3471,240,21,518,161,3463,176,252,209,981,Rawah,8772
2892,46,16,297,81,300,223,202,108,534,Rawah,7745
2670,23,7,120,0,1723,216,225,145,5332,Rawah,7745
3231,42,6,212,3,1906,221,227,141,938,Commanche,7755
3070,46,13,690,36,6320,224,211,119,3571,Rawah,7745
3228,75,5,256,23,6026,226,231,140,618,Rawah,7202
2991,32,15,0,0,6243,216,205,122,3534,Rawah,7700
3178,73,6,60,0,2254,228,228,134,872,Rawah,7202
2991,100,4,30,3,5287,227,234,142,4886,Rawah,7101
3133,130,4,30,-2,4485,226,237,146,1831,Rawah,7101
3264,135,2,42,0,6222,223,238,151,95,Rawah,7201
3136,51,13,108,23,5073,226,211,116,1449,Rawah,7745
2937,27,18,228,19,666,209,198,119,1869,Commanche,7757
3255,0,6,339,20,5959,212,229,155,949,Rawah,7201
3195,63,10,335,-11,1958,229,221,124,2942,Rawah,7745
3001,144,6,124,0,5355,229,239,143,1956,Rawah,7202
2746,131,10,0,0,2280,236,235,129,576,Commanche,7202
2976,61,7,134,16,1354,226,225,133,1969,Rawah,7201
2831,135,18,134,54,1256,245,229,106,1674,Commanche,7757
2242,126,38,201,129,1015,250,185,23,417,Cache,2704
2933,328,16,127,2,2829,178,219,180,2118,Commanche,7700
3011,153,30,150,74,3396,240,225,91,1034,Commanche,4758
2907,1,10,256,48,927,206,221,153,2130,Commanche,7790
2800,15,20,60,9,2435,198,195,129,2821,Rawah,7202
3162,55,10,190,23,2871,226,219,126,3501,Rawah,7745
3041,12,6,404,63,4562,214,228,151,690,Rawah,7745
3296,199,24,484,120,3275,203,252,171,2929,Rawah,7745
3132,154,13,90,14,424,235,241,134,2228,Rawah,7202
3125,167,13,153,27,2107,230,244,144,2329,Rawah,7746
3075,143,23,870,61,3010,245,228,99,2495,Commanche,7757
3128,262,13,600,55,3319,189,246,196,1931,Commanche,7755
3107,342,6,603,22,752,208,231,162,976,Neota,7201
2619,192,25,342,183,324,210,250,160,793,Commanche,2704
2696,190,27,234,71,1908,210,248,157,1505,Commanche,4703
2472,266,6,120,21,764,204,243,177,1158,Cache,2717
2857,211,27,85,44,1405,187,253,188,531,Commanche,4758
2913,119,12,573,43,4463,241,229,116,5446,Rawah,4744
2526,15,29,150,37,1920,182,168,110,834,Commanche,4703
2926,19,20,300,78,646,201,194,124,543,Commanche,7700
2922,289,11,295,26,5434,190,239,189,5492,Rawah,7202
2738,318,13,85,0,1940,186,228,182,649,Commanche,7755
3511,50,8,497,64,1325,224,223,134,1822,Neota,8776
3107,171,21,268,20,2452,229,244,136,3425,Commanche,7757
2384,174,36,90,28,458,216,231,116,1159,Cache,2705
2096,27,16,127,69,247,212,205,126,426,Cache,4703
2713,97,8,95,3,1222,234,228,127,642,Commanche,4704
3051,63,3,153,3,2686,222,233,146,684,Rawah,7202
3061,166,16,216,38,1959,232,244,138,1679,Commanche,4758
3232,75,8,234,15,240,230,225,127,1324,Commanche,7756
3411,47,18,309,62,3081,223,198,103,1415,Commanche,8772
2502,136,32,277,97,1233,249,209,61,1187,Commanche,2705
3291,9,5,469,28,5910,215,230,153,552,Rawah,7201
2005,322,17,300,83,360,175,221,185,899,Cache,2702
3155,62,17,150,16,2240,232,202,97,2568,Rawah,7745
2889,333,17,127,35,1638,180,216,175,2475,Commanche,7757
2919,251,9,339,26,5783,201,246,183,6049,Rawah,7745
2163,328,25,319,155,446,152,202,185,612,Cache,4703
2957,51,26,270,64,2126,222,175,71,2230,Commanche,7201
3264,6,10,324,82,2678,208,222,150,2476,Commanche,7700
3216,70,10,42,-2,513,231,221,123,2102,Rawah,7201
2671,155,26,120,-24,2738,239,232,106,1771,Commanche,4758
2192,353,21,495,190,603,180,199,154,285,Cache,2706
3210,126,4,738,26,1095,227,237,144,2130,Commanche,7756
2903,72,11,518,147,1442,233,218,116,1652,Commanche,7756
3342,243,17,124,21,1972,185,251,202,1997,Commanche,7756
2713,280,7,342,-12,1082,201,241,179,1235,Rawah,7202
3227,53,14,859,67,1365,227,208,111,2755,Neota,7202
2674,178,17,95,35,1947,226,248,148,1533,Rawah,7746
3119,149,18,150,34,4725,241,236,118,1276,Rawah,7746
2416,24,9,30,-1,725,216,222,142,1142,Cache,6101
2919,302,4,256,6,5182,207,238,169,2244,Rawah,6101
2782,304,23,150,53,3436,151,221,208,1421,Rawah,7745
2608,196,29,120,-28,484,199,249,166,866,Commanche,2704
3086,125,13,324,111,785,241,230,116,2925,Commanche,7757
3245,4,10,150,23,3167,207,221,151,2022,Rawah,7745
3051,1,13,319,43,1189,201,215,151,2442,Commanche,7201
3034,96,15,150,30,4077,242,218,101,4038,Rawah,7745
3311,28,14,750,27,3159,214,210,129,850,Commanche,7700
3012,5,11,67,9,3904,205,218,149,2359,Rawah,7202
3292,97,8,42,4,1490,233,229,129,3414,Neota,7201
2943,119,13,67,-2,4835,242,228,113,4213,Rawah,7745
2769,120,13,108,54,2012,242,229,114,750,Commanche,4758
2849,342,9,335,51,2058,201,226,164,1717,Rawah,4744
3097,159,14,240,-10,480,234,242,134,1802,Rawah,7201
3143,0,13,30,5,2297,200,215,152,2940,Commanche,7202
3134,175,14,210,8,2117,227,247,149,666,Rawah,7201
2761,5,14,150,24,484,201,212,147,2338,Rawah,7700
3282,0,14,531,82,1155,199,213,151,408,Rawah,7201
3301,41,4,175,41,6149,220,230,146,511,Rawah,8771
2972,340,6,466,145,5059,207,231,163,5184,Rawah,7102
3373,52,25,268,90,5072,224,178,74,150,Rawah,8772
3287,294,8,150,22,5551,197,238,181,400,Rawah,8771
3409,207,7,1110,60,3112,216,246,167,1413,Commanche,8771
3233,5,16,277,3,1409,197,206,144,703,Commanche,7700
3045,36,4,497,25,4459,219,230,148,1353,Rawah,7745
3124,337,7,497,-53,875,204,230,165,1040,Neota,7202
2910,300,10,350,112,1812,192,236,184,1044,Commanche,7755
2922,35,18,242,52,1844,215,197,112,2915,Commanche,7756
2389,261,12,60,-3,660,189,246,195,997,Commanche,2704
3539,51,19,900,324,2520,225,195,96,1573,Rawah,8776
3166,165,11,30,3,2694,230,244,144,1149,Commanche,7202
2965,55,15,443,139,408,228,207,109,551,Commanche,7757
2946,67,10,30,6,1611,230,221,123,424,Commanche,7202
3204,36,11,309,2,1948,219,215,130,878,Commanche,7755
3024,81,10,162,42,170,233,223,121,644,Rawah,7201
3411,61,2,258,53,1082,221,234,149,1620,Neota,8776
3102,54,18,240,55,4480,228,198,97,2490,Rawah,7745
2254,355,11,0,0,1130,202,221,156,771,Cache,5101
2460,205,27,127,51,1342,193,252,179,875,Commanche,2705
3016,319,9,234,46,516,198,232,174,421,Neota,7201
2574,42,7,175,18,964,222,224,137,1495,Commanche,4703
3095,211,11,361,80,420,211,250,174,1423,Commanche,7757
3274,56,20,30,14,5867,229,194,90,618,Rawah,8771
3075,319,16,153,34,3550,178,224,186,612,Rawah,7745
2663,47,16,376,20,3178,224,203,109,2981,Commanche,4703
